degree,coef0,gamma,cost,nu,dev
5,-2.5,0.1,16,0.1,-5.39012941847896
1,0,0.1,16,0.1,0.29440841396184
2,0,0.1,16,0.1,0.38016120247991
3,0,0.1,16,0.1,0.402246867602778
3,5,0.1,8,0.1,0.415226164569537
4,0,0.1,16,0.1,0.325040318540561
5,0,0.1,16,0.1,0.215524898062044
1,2.5,0.1,16,0.1,0.294619391945809
2,2.5,0.1,16,0.1,0.395099357882642
3,2.5,0.1,16,0.1,0.399773312786205
5,5,0.15,1,0.1,0.377090395198804
1,-5,0.2,1,0.1,0.281691676021148
2,-5,0.2,1,0.1,-6.22356578305432
3,-5,0.2,1,0.1,-6.33519038305126
4,-5,0.2,1,0.1,-8.32414917213567
5,-5,0.2,1,0.1,-7.97914258892115
1,-2.5,0.2,1,0.1,0.281615647621366
2,-2.5,0.2,1,0.1,-5.76057456825863
3,-2.5,0.2,1,0.1,-5.77822778923365
4,-2.5,0.2,1,0.1,-6.93493243369615
5,-2.5,0.2,1,0.1,-8.33727820084693
1,0,0.2,1,0.1,0.281591201775086
2,0,0.2,1,0.1,0.366677775477922
3,0,0.2,1,0.1,0.352723452387487
4,0,0.2,1,0.1,0.325040318540561
5,0,0.2,1,0.1,0.281565391331561
1,2.5,0.2,1,0.1,0.281769214048152
2,2.5,0.2,1,0.1,0.406245899559868
4,5,0.15,2,0.1,0.409290705521082
3,2.5,0.2,1,0.1,0.417656025139223
5,5,0.2,0.5,0.1,0.376460380844384
1,-5,0.25,0.5,0.1,0.267966451835044
2,-5,0.25,0.5,0.1,-5.93335200782781
3,-5,0.25,0.5,0.1,-6.12212049098968
4,-5,0.25,0.5,0.1,-7.97873946012774
5,-5,0.25,0.5,0.1,-9.5641644677047
1,-2.5,0.25,0.5,0.1,0.26799609885119
2,-2.5,0.25,0.5,0.1,-5.45917883949521
3,-2.5,0.25,0.5,0.1,-4.27824087113131
4,-2.5,0.25,0.5,0.1,-6.58701764760176
5,-2.5,0.25,0.5,0.1,-8.23535737320525
1,0,0.25,0.5,0.1,0.267996060637564
2,0,0.25,0.5,0.1,0.356623717933525
3,0,0.25,0.5,0.1,0.350449003970573
4,0,0.25,0.5,0.1,0.341804601247022
5,0,0.25,0.5,0.1,0.306732390491002
1,2.5,0.25,0.5,0.1,0.267999700760611
2,2.5,0.25,0.5,0.1,0.404271377064182
3,2.5,0.25,0.5,0.1,0.42435521440656
4,5,0.05,64,0.1,0.349432092165874
4,2.5,0.2,1,0.1,0.428605325756377
4,2.5,0.25,0.5,0.1,0.429575820860136
4,2.5,0.1,16,0.1,0.412248360980461
4,5,0.1,8,0.1,0.400481236584861
5,5,0.25,0.25,0.1,0.392725737288247
1,-5,0.3,0.25,0.1,0.233757690803344
2,-5,0.3,0.25,0.1,-5.62966589851097
3,-5,0.3,0.25,0.1,-5.88270199251413
4,-5,0.3,0.25,0.1,-7.63708342363746
5,-5,0.3,0.25,0.1,-7.51137468223553
1,-2.5,0.3,0.25,0.1,0.233778085585738
2,-2.5,0.3,0.25,0.1,-5.13730991489039
3,-2.5,0.3,0.25,0.1,-4.19800429984401
4,-2.5,0.3,0.25,0.1,-6.28749155201363
5,-2.5,0.3,0.25,0.1,-4.94610259615633
1,0,0.3,0.25,0.1,0.233760650852519
2,0,0.3,0.25,0.1,0.332318311838091
3,0,0.3,0.25,0.1,0.337155460837562
4,0,0.3,0.25,0.1,0.342697215706893
5,0,0.3,0.25,0.1,0.323472453254181
1,2.5,0.3,0.25,0.1,0.233740227934727
2,2.5,0.3,0.25,0.1,0.386409296369258
3,2.5,0.3,0.25,0.1,0.42840248388135
5,2.5,0.25,0.5,0.1,0.39229083143494
1,5,0.25,0.5,0.1,0.268087947356537
2,5,0.25,0.5,0.1,0.406321793455391
5,5,0.1,4,0.1,0.321462295537219
1,-5,0.15,4,0.1,0.288652217079033
2,-5,0.15,4,0.1,-6.88585843308599
3,-5,0.15,4,0.1,-6.97199770299837
3,5,0.25,0.5,0.1,0.411788565349671
4,-5,0.15,4,0.1,-9.03607760540991
5,-5,0.15,4,0.1,-10.4748541660559
5,2.5,0.2,1,0.1,0.400226949634949
1,-2.5,0.15,4,0.1,0.288535837668356
1,5,0.2,1,0.1,0.281638179445796
2,-2.5,0.15,4,0.1,-6.42781802002516
3,-2.5,0.15,4,0.1,-6.41613406338028
2,5,0.2,1,0.1,0.405010244113725
4,-2.5,0.15,4,0.1,-7.63708342363746
5,-2.5,0.15,4,0.1,-7.11559161078637
4,2.5,0.3,0.25,0.1,0.430029992279481
1,0,0.15,4,0.1,0.288778048281271
2,0,0.15,4,0.1,0.372488117139826
3,0,0.15,4,0.1,0.386304094614698
4,0,0.15,4,0.1,0.342697215706894
5,0,0.15,4,0.1,0.277690186147528
1,2.5,0.15,4,0.1,0.28851823314942
3,5,0.2,1,0.1,0.414918814416139
2,2.5,0.15,4,0.1,0.3996519502116
3,2.5,0.15,4,0.1,0.405807099478948
5,5,0.05,32,0.1,0.350661067175386
1,-5,0.1,32,0.1,0.294604970589534
2,-5,0.1,32,0.1,-7.89899710606776
3,-5,0.1,32,0.1,-7.99837767068623
4,-5,0.1,32,0.1,-10.0608444206373
5,-5,0.1,32,0.1,-9.80153151024005
1,-2.5,0.1,32,0.1,0.294577760894171
2,-2.5,0.1,32,0.1,-7.43605250886599
3,-2.5,0.1,32,0.1,-7.43429297253025
4,-2.5,0.1,32,0.1,-8.71565891643029
5,-2.5,0.1,32,0.1,-7.97914258892115
1,0,0.1,32,0.1,0.293953616157354
2,0,0.1,32,0.1,0.381379757105556
3,0,0.1,32,0.1,0.431284144702938
4,0,0.1,32,0.1,0.360916500657818
4,5,0.25,0.5,0.1,0.414963450389377
5,0,0.1,32,0.1,0.281565391331561
1,2.5,0.1,32,0.1,0.293997576044486
4,2.5,0.15,4,0.1,0.419446684511406
2,2.5,0.1,32,0.1,0.391390269993101
5,2.5,0.3,0.25,0.1,0.392724058090612
1,5,0.3,0.25,0.1,0.233726157784729
2,5,0.3,0.25,0.1,0.391148567225732
3,5,0.3,0.25,0.1,0.415948509117459
3,2.5,0.1,32,0.1,0.40793873282158
4,5,0.2,1,0.1,0.412248360980461
4,5,0.3,0.25,0.1,0.419446684511791
4,5,0.05,128,0.1,0.36788592827206
5,2.5,0.1,16,0.1,0.376460380844384
1,5,0.1,16,0.1,0.294434281158975
2,5,0.1,16,0.1,0.395581272872974
5,5,0.15,2,0.1,0.284896250021829
1,-5,0.2,2,0.1,0.289690314528156
2,-5,0.2,2,0.1,-6.62762399132504
3,-5,0.2,2,0.1,-6.88475999067025
4,-5,0.2,2,0.1,-8.71565891643029
5,-5,0.2,2,0.1,-8.38673404508408
1,-2.5,0.2,2,0.1,0.289051953489768
2,-2.5,0.2,2,0.1,-6.15691130102174
3,-2.5,0.2,2,0.1,-4.52862131112509
4,-2.5,0.2,2,0.1,-7.30381484753353
5,-2.5,0.2,2,0.1,-8.89896410984004
1,0,0.2,2,0.1,0.288503584421093
2,0,0.2,2,0.1,0.3754090610175
3,0,0.2,2,0.1,0.402246867602778
4,0,0.2,2,0.1,0.360916500657818
5,0,0.2,2,0.1,0.323728460429963
1,2.5,0.2,2,0.1,0.288926366640749
2,2.5,0.2,2,0.1,0.401211037247505
3,2.5,0.2,2,0.1,0.406445443531707
3,5,0.1,16,0.1,0.404203053349926
4,2.5,0.2,2,0.1,0.431592910778298
4,2.5,0.1,32,0.1,0.419158081635097
5,2.5,0.15,4,0.1,0.388787241066718
1,5,0.15,4,0.1,0.288658467077329
2,5,0.15,4,0.1,0.400298646550992
3,5,0.15,4,0.1,0.407116421245617
5,5,0.25,0.5,0.1,0.304943161628014
1,-5,0.3,0.5,0.1,0.27392442308134
2,-5,0.3,0.5,0.1,-6.02663930413027
3,-5,0.3,0.5,0.1,-6.41613406338028
4,-5,0.3,0.5,0.1,-8.01345193162272
5,-5,0.3,0.5,0.1,-7.90715441039144
1,-2.5,0.3,0.5,0.1,0.274005344749433
2,-2.5,0.3,0.5,0.1,-5.52169831095988
3,-2.5,0.3,0.5,0.1,-5.1036395724635
4,-2.5,0.3,0.5,0.1,-6.63660471316673
5,-2.5,0.3,0.5,0.1,-4.99783028335146
1,0,0.3,0.5,0.1,0.274037932237955
2,0,0.3,0.5,0.1,0.368904584840374
3,0,0.3,0.5,0.1,0.386304094614699
5,5,0.1,8,0.1,0.322894889889322
1,-5,0.15,8,0.1,0.294255914947344
2,-5,0.15,8,0.1,-7.29246019042383
4,0,0.3,0.5,0.1,0.369110814105176
3,-5,0.15,8,0.1,-6.55621280971608
4,-5,0.15,8,0.1,-9.43283960883276
5,-5,0.15,8,0.1,-11.0240139207593
1,-2.5,0.15,8,0.1,0.294207130237862
2,-2.5,0.15,8,0.1,-6.82617730410249
3,-2.5,0.15,8,0.1,-5.93779873908126
4,-2.5,0.15,8,0.1,-8.01345193162272
5,-2.5,0.15,8,0.1,-7.51137468223553
1,0,0.15,8,0.1,0.294173845684399
5,0,0.3,0.5,0.1,0.3492082040969
1,2.5,0.3,0.5,0.1,0.273281412912656
2,0,0.15,8,0.1,0.377867082189478
2,2.5,0.3,0.5,0.1,0.407256503528866
3,0,0.15,8,0.1,0.429895604571956
4,0,0.15,8,0.1,0.369110814105175
3,2.5,0.3,0.5,0.1,0.414700664016074
5,0,0.15,8,0.1,0.323472453254182
1,2.5,0.15,8,0.1,0.294271421742398
2,2.5,0.15,8,0.1,0.395987639985772
4,2.5,0.3,0.5,0.1,0.433700340299047
3,2.5,0.15,8,0.1,0.396118870488719
5,5,0.2,1,0.1,0.306669294293594
1,-5,0.25,1,0.1,0.283570476730664
2,-5,0.25,1,0.1,-6.3374463731511
3,-5,0.25,1,0.1,-6.67199468233285
4,-5,0.25,1,0.1,-8.36337299209201
5,-5,0.25,1,0.1,-10.1057675538464
1,-2.5,0.25,1,0.1,0.283452761036153
2,-2.5,0.25,1,0.1,-5.85274723159614
3,-2.5,0.25,1,0.1,-6.09326242785985
4,-2.5,0.25,1,0.1,-6.9420684917236
5,-2.5,0.25,1,0.1,-8.80226885492588
1,0,0.25,1,0.1,0.283524488749118
2,0,0.25,1,0.1,0.368136171913731
3,0,0.25,1,0.1,0.398593816325385
4,0,0.25,1,0.1,0.367926158691227
5,0,0.25,1,0.1,0.344869970354585
1,2.5,0.25,1,0.1,0.283234132351939
2,2.5,0.25,1,0.1,0.40104957565446
5,5,0.3,0.25,0.1,0.291784073029296
1,-5,0.35,0.25,0.1,0.241930835543206
2,-5,0.35,0.25,0.1,-5.70733208309094
3,-5,0.35,0.25,0.1,-5.2496062547712
4,-5,0.35,0.25,0.1,-7.64326346799695
5,-5,0.35,0.25,0.1,-9.740821654001
3,2.5,0.25,1,0.1,0.409372710452994
1,-2.5,0.35,0.25,0.1,0.242076932396603
2,-2.5,0.35,0.25,0.1,-5.20692458322593
3,-2.5,0.35,0.25,0.1,-4.26552447248477
4,-2.5,0.35,0.25,0.1,-6.33708709779259
5,-2.5,0.35,0.25,0.1,-5.98286616297017
1,0,0.35,0.25,0.1,0.242033551367261
2,0,0.35,0.25,0.1,0.354777283702371
3,0,0.35,0.25,0.1,0.372279212324938
4,0,0.35,0.25,0.1,0.365016873674787
5,5,0.05,64,0.1,0.0574201832040726
4,5,0.1,16,0.1,0.360571423429457
1,-5,0.1,64,0.1,0.294493185886759
2,-5,0.1,64,0.1,-8.30889015234046
3,-5,0.1,64,0.1,-8.54735703707433
4,-5,0.1,64,0.1,-10.4615482601484
5,-5,0.1,64,0.1,-10.246143637736
1,-2.5,0.1,64,0.1,0.294055133271332
2,-2.5,0.1,64,0.1,-7.84032338240068
5,0,0.35,0.25,0.1,0.349819604713431
1,2.5,0.35,0.25,0.1,0.241974892244283
3,-2.5,0.1,64,0.1,-7.98380471619337
4,-2.5,0.1,64,0.1,-9.10716708624255
2,2.5,0.35,0.25,0.1,0.402474815013103
5,-2.5,0.1,64,0.1,-8.38673404508408
1,0,0.1,64,0.1,0.294316094514786
3,2.5,0.35,0.25,0.1,0.424267174677527
2,0,0.1,64,0.1,0.374060064667807
3,0,0.1,64,0.1,0.429109399514184
4,0,0.1,64,0.1,0.375674953586193
5,0,0.1,64,0.1,0.323728460429963
1,2.5,0.1,64,0.1,0.294364563099148
4,2.5,0.35,0.25,0.1,0.432393502736893
4,2.5,0.25,1,0.1,0.436797929516607
2,2.5,0.1,64,0.1,0.394672895163703
4,2.5,0.15,8,0.1,0.425791065010087
4,5,0.15,4,0.1,0.398262004396533
5,2.5,0.2,2,0.1,0.369904212017619
1,5,0.2,2,0.1,0.288936771848239
2,5,0.2,2,0.1,0.401690474502146
3,5,0.2,2,0.1,0.399773312786205
3,2.5,0.1,64,0.1,0.428582147587669
5,2.5,0.1,32,0.1,0.306669294293594
1,5,0.1,32,0.1,0.294328560995833
5,2.5,0.3,0.5,0.1,0.360569901517705
1,5,0.3,0.5,0.1,0.274066479450758
2,5,0.3,0.5,0.1,0.406982979469276
2,5,0.1,32,0.1,0.391346524784777
3,5,0.3,0.5,0.1,0.405376923306709
5,2.5,0.35,0.25,0.1,0.370657331569808
1,5,0.35,0.25,0.1,0.241911063224238
2,5,0.35,0.25,0.1,0.405370973138049
3,5,0.35,0.25,0.1,0.414541576527293
5,5,0.05,128,0.1,0.173259547361856
1,-5,0.1,128,0.1,0.294089777786684
2,-5,0.1,128,0.1,-8.71878641835206
3,-5,0.1,128,0.1,-9.09626263851832
4,-5,0.1,128,0.1,-10.8622516836746
5,-5,0.1,128,0.1,-10.6918435226878
1,-2.5,0.1,128,0.1,0.294671124880365
2,-2.5,0.1,128,0.1,-8.24461239877046
3,-2.5,0.1,128,0.1,-8.53330513608509
4,-2.5,0.1,128,0.1,-9.49867444986041
5,-2.5,0.1,128,0.1,-10.9508099497057
1,0,0.1,128,0.1,0.294022428228304
2,0,0.1,128,0.1,0.377546828222432
3,0,0.1,128,0.1,0.429352675088429
4,5,0.35,0.25,0.1,0.430699481748346
4,5,0.3,0.5,0.1,0.425830603010797
3,5,0.1,32,0.1,0.418552263601868
4,0,0.1,128,0.1,0.407849225814881
5,0,0.1,128,0.1,0.349610688892936
1,2.5,0.1,128,0.1,0.294616857468315
5,2.5,0.25,1,0.1,0.370579496122773
1,5,0.25,1,0.1,0.283409956974841
2,5,0.25,1,0.1,0.401058180638345
4,5,0.2,2,0.1,0.419158081635097
3,5,0.25,1,0.1,0.400269001414372
2,2.5,0.1,128,0.1,0.393138451958304
4,2.5,0.1,64,0.1,0.411625631120294
5,2.5,0.15,8,0.1,0.305536495161719
1,5,0.15,8,0.1,0.294327863177468
2,5,0.15,8,0.1,0.395934563408415
3,5,0.15,8,0.1,0.405557370046705
3,2.5,0.1,128,0.1,0.442266612096371
4,5,0.25,1,0.1,0.423223110718771
5,5,0.15,4,0.1,0.241996074151947
1,-5,0.2,4,0.1,0.293954441663295
2,-5,0.2,4,0.1,-7.03180819745297
3,-5,0.2,4,0.1,-7.43429297253025
4,-5,0.2,4,0.1,-9.10716708624255
5,-5,0.2,4,0.1,-10.9508099497057
1,-2.5,0.2,4,0.1,0.293703430986796
2,-2.5,0.2,4,0.1,-6.5534695424478
3,-2.5,0.2,4,0.1,-6.87098725805481
4,-2.5,0.2,4,0.1,-7.67267825809091
5,-2.5,0.2,4,0.1,-9.46250641472991
1,0,0.2,4,0.1,0.294143706187254
2,0,0.2,4,0.1,0.38016120247991
3,0,0.2,4,0.1,0.431284144702938
4,0,0.2,4,0.1,0.375674953586193
5,5,0.1,16,0.1,0.267575023807562
1,-5,0.15,16,0.1,0.294615433527122
2,-5,0.15,16,0.1,-7.69907005720999
3,-5,0.15,16,0.1,-7.12983811951269
4,-5,0.15,16,0.1,-9.82960144430282
5,-5,0.15,16,0.1,-11.5731738918267
1,-2.5,0.15,16,0.1,0.294223699542209
2,-2.5,0.15,16,0.1,-7.22530988182051
5,0,0.2,4,0.1,0.349610688892936
3,-2.5,0.15,16,0.1,-6.3076044720155
1,2.5,0.2,4,0.1,0.294026913386226
4,-2.5,0.15,16,0.1,-8.38983520730657
5,-2.5,0.15,16,0.1,-7.90715441039144
1,0,0.15,16,0.1,0.294677164764341
2,2.5,0.2,4,0.1,0.395932874742717
2,0,0.15,16,0.1,0.380435758485012
3,0,0.15,16,0.1,0.428189603799322
4,0,0.15,16,0.1,0.385637129395816
4,5,0.1,32,0.1,0.364994106481114
3,2.5,0.2,4,0.1,0.399224338831684
5,0,0.15,16,0.1,0.349208204096899
1,2.5,0.15,16,0.1,0.294699922501263
2,2.5,0.15,16,0.1,0.390715736344033
3,2.5,0.15,16,0.1,0.425368905772053
5,5,0.35,0.25,0.1,0.255862507346451
1,-5,0.4,0.25,0.1,0.247674244878454
2,-5,0.4,0.25,0.1,-5.76057456825863
3,-5,0.4,0.25,0.1,-4.52862131112509
4,-5,0.4,0.25,0.1,-7.67267825809091
5,-5,0.4,0.25,0.1,-10.0238101042443
1,-2.5,0.4,0.25,0.1,0.247788930028685
2,-2.5,0.4,0.25,0.1,-5.25973153906759
3,-2.5,0.4,0.25,0.1,-4.39183397284866
4,-2.5,0.4,0.25,0.1,-6.33508285085938
5,-2.5,0.4,0.25,0.1,-6.0670490144123
1,0,0.4,0.25,0.1,0.247668983793402
2,0,0.4,0.25,0.1,0.366677775477922
3,0,0.4,0.25,0.1,0.402246867602778
4,0,0.4,0.25,0.1,0.375674953586193
4,5,0.15,8,0.1,0.394702692924301
5,5,0.3,0.5,0.1,0.259281069927349
1,-5,0.35,0.5,0.1,0.278139182386184
2,-5,0.35,0.5,0.1,-6.10516631491852
3,-5,0.35,0.5,0.1,-4.62246330889638
4,-5,0.35,0.5,0.1,-8.01475870825614
5,-5,0.35,0.5,0.1,-10.3001648976864
1,-2.5,0.35,0.5,0.1,0.278082961794759
2,-2.5,0.35,0.5,0.1,-5.58742396627633
3,-2.5,0.35,0.5,0.1,-4.43698474875703
4,-2.5,0.35,0.5,0.1,-6.66910594880109
5,0,0.4,0.25,0.1,0.349376362581157
5,-2.5,0.35,0.5,0.1,-6.29606001291599
1,2.5,0.4,0.25,0.1,0.247664583803681
1,0,0.35,0.5,0.1,0.278117797073697
2,2.5,0.4,0.25,0.1,0.406245857068551
2,0,0.35,0.5,0.1,0.367698137791864
3,0,0.35,0.5,0.1,0.424735282614198
3,2.5,0.4,0.25,0.1,0.414959950447979
4,0,0.35,0.5,0.1,0.383275818132182
5,0,0.35,0.5,0.1,0.348442691732512
1,2.5,0.35,0.5,0.1,0.278103982341763
2,2.5,0.35,0.5,0.1,0.402278750136963
3,2.5,0.35,0.5,0.1,0.405765166332181
4,2.5,0.2,4,0.1,0.42685869005365
4,2.5,0.4,0.25,0.1,0.447747492436463
4,2.5,0.1,128,0.1,0.32384640256994
4,2.5,0.35,0.5,0.1,0.442728597677971
5,5,0.2,2,0.1,0.201751132264582
1,-5,0.25,2,0.1,0.286924500114
2,-5,0.25,2,0.1,-6.73955964227506
3,-5,0.25,2,0.1,-7.2213153766119
4,-5,0.25,2,0.1,-8.74799449298817
5,-5,0.25,2,0.1,-10.6473720767895
1,-2.5,0.25,2,0.1,0.286324170840259
2,-2.5,0.25,2,0.1,-6.24457440671636
3,-2.5,0.25,2,0.1,-6.63730200604963
4,-2.5,0.25,2,0.1,-7.29724009691543
5,-2.5,0.25,2,0.1,-9.36917273168842
1,0,0.25,2,0.1,0.286674897377156
2,0,0.25,2,0.1,0.382146299699872
3,0,0.25,2,0.1,0.430870580348034
4,0,0.25,2,0.1,0.384393708262193
5,0,0.25,2,0.1,0.35981324459618
1,2.5,0.25,2,0.1,0.286965778236154
2,2.5,0.25,2,0.1,0.397835017561207
3,2.5,0.25,2,0.1,0.398128171030699
5,2.5,0.1,64,0.1,0.201751132264582
1,5,0.1,64,0.1,0.294329545348524
4,2.5,0.25,2,0.1,0.440082551904299
4,2.5,0.15,16,0.1,0.421913881277018
2,5,0.1,64,0.1,0.395815554360185
5,5,0.25,1,0.1,0.21088418548813
1,-5,0.3,1,0.1,0.283278577773291
2,-5,0.3,1,0.1,-6.42781802002516
3,-5,0.3,1,0.1,-5.93779873908126
4,-5,0.3,1,0.1,-8.38983520730657
5,-5,0.3,1,0.1,-8.30293244742239
1,-2.5,0.3,1,0.1,0.283268684845853
2,-2.5,0.3,1,0.1,-4.8702847624711
3,-2.5,0.3,1,0.1,-4.62352135377427
4,-2.5,0.3,1,0.1,-6.98388323783045
5,-2.5,0.3,1,0.1,-5.15287106297029
1,0,0.3,1,0.1,0.283238948303671
2,0,0.3,1,0.1,0.372488117139823
3,0,0.3,1,0.1,0.429895604571956
4,0,0.3,1,0.1,0.385637129395814
5,0,0.3,1,0.1,0.350650987350229
1,2.5,0.3,1,0.1,0.283215315460911
2,2.5,0.3,1,0.1,0.401828035069359
3,2.5,0.3,1,0.1,0.403963831991734
4,2.5,0.3,1,0.1,0.442413108214916
5,2.5,0.4,0.25,0.1,0.336110406559128
1,5,0.4,0.25,0.1,0.247892235980824
2,5,0.4,0.25,0.1,0.406245899559868
3,5,0.4,0.25,0.1,0.406445443531707
3,5,0.1,64,0.1,0.421923323287173
5,2.5,0.2,4,0.1,0.330242227015227
1,5,0.2,4,0.1,0.294100306944062
2,5,0.2,4,0.1,0.395099357882642
5,2.5,0.35,0.5,0.1,0.317590406415215
1,5,0.35,0.5,0.1,0.278123378426609
2,5,0.35,0.5,0.1,0.401068797391467
3,5,0.2,4,0.1,0.40793873282158
3,5,0.35,0.5,0.1,0.394412213138049
4,5,0.4,0.25,0.1,0.42685869005365
5,5,0.1,32,0.1,0.186793359633509
1,-5,0.15,32,0.1,0.294662469326064
2,-5,0.15,32,0.1,-8.10568286952444
3,-5,0.15,32,0.1,-7.43693848406865
4,-5,0.15,32,0.1,-10.2263631952849
5,-5,0.15,32,0.1,-12.123952873864
1,-2.5,0.15,32,0.1,0.294701731489322
2,-2.5,0.15,32,0.1,-7.62440647440226
3,-2.5,0.15,32,0.1,-8.0490929670318
4,-2.5,0.15,32,0.1,-8.7662258770527
5,-2.5,0.15,32,0.1,-8.30293244742239
1,0,0.15,32,0.1,0.294669841806357
2,0,0.15,32,0.1,0.373831433200775
3,0,0.15,32,0.1,0.431786097590618
4,0,0.15,32,0.1,0.409383164500898
5,0,0.15,32,0.1,0.350650987350236
1,2.5,0.15,32,0.1,0.29445888377573
2,2.5,0.15,32,0.1,0.394180745556986
5,5,0.15,8,0.1,0.111799080553422
1,-5,0.2,8,0.1,0.29465207686892
2,-5,0.2,8,0.1,-7.43605250886599
3,-5,0.2,8,0.1,-7.98380471619337
4,-5,0.2,8,0.1,-9.49867444986041
5,-5,0.2,8,0.1,-11.5002993833958
1,-2.5,0.2,8,0.1,0.294503811206054
2,-2.5,0.2,8,0.1,-6.95011774289005
3,-2.5,0.2,8,0.1,-7.41804826156436
4,-2.5,0.2,8,0.1,-8.04153195202445
5,-2.5,0.2,8,0.1,-10.0238101042443
1,0,0.2,8,0.1,0.29440841396184
2,0,0.2,8,0.1,0.381379757105556
5,2.5,0.25,2,0.1,0.320380712197919
1,5,0.25,2,0.1,0.286799586887131
2,5,0.25,2,0.1,0.397177315110919
3,0,0.2,8,0.1,0.429109399514184
4,0,0.2,8,0.1,0.407849225814881
5,0,0.2,8,0.1,0.349376362581157
1,2.5,0.2,8,0.1,0.294425658954649
2,2.5,0.2,8,0.1,0.392048680811216
3,5,0.25,2,0.1,0.399947556094739
4,5,0.35,0.5,0.1,0.428179592158327
5,2.5,0.1,128,0.1,0.108163773828558
1,5,0.1,128,0.1,0.294553063092521
3,2.5,0.2,8,0.1,0.427870633400423
5,2.5,0.15,16,0.1,0.248905373431025
1,5,0.15,16,0.1,0.294730877908607
3,2.5,0.15,32,0.1,0.430532707563151
2,5,0.15,16,0.1,0.390851038994086
2,5,0.1,128,0.1,0.392265614432585
4,5,0.2,4,0.1,0.411625631120294
5,2.5,0.3,1,0.1,0.310255492295193
1,5,0.3,1,0.1,0.283247686782589
2,5,0.3,1,0.1,0.399651950211576
3,5,0.3,1,0.1,0.395986169465747
3,5,0.15,16,0.1,0.430525242718416
4,5,0.25,2,0.1,0.409557738927804
4,2.5,0.2,8,0.1,0.4081914173156
4,5,0.1,64,0.1,0.303279133585102
3,5,0.1,128,0.1,0.41510777072034
4,2.5,0.15,32,0.1,0.366136544776547
5,5,0.4,0.25,0.1,0.211877748461959
1,-5,0.05,0.25,0.2,0.297088637847675
2,-5,0.05,0.25,0.2,-4.97086522321273
3,-5,0.05,0.25,0.2,-3.30418792855997
4,-5,0.05,0.25,0.2,-7.11634046587109
5,-5,0.05,0.25,0.2,-6.53370224864394
1,-2.5,0.05,0.25,0.2,0.29713538324429
2,-2.5,0.05,0.25,0.2,-3.57558986820489
3,-2.5,0.05,0.25,0.2,-3.3591325092614
4,-2.5,0.05,0.25,0.2,-5.96629119024488
5,-2.5,0.05,0.25,0.2,-5.00335772445473
1,0,0.05,0.25,0.2,0.297272725668051
2,0,0.05,0.25,0.2,0.0604768202557305
3,0,0.05,0.25,0.2,0.00301365705695877
4,0,0.05,0.25,0.2,-0.036839147265844
5,0,0.05,0.25,0.2,-0.0467101425952401
1,2.5,0.05,0.25,0.2,0.297135467155606
2,2.5,0.05,0.25,0.2,0.405252542275468
4,5,0.3,1,0.1,0.423408645818608
3,2.5,0.05,0.25,0.2,0.432440007963306
4,2.5,0.05,0.25,0.2,0.503970264692658
5,2.5,0.05,0.25,0.2,0.522215793358748
1,5,0.05,0.25,0.2,0.297088637777851
2,5,0.05,0.25,0.2,0.40902946371886
3,5,0.05,0.25,0.2,0.459265298732389
4,5,0.05,0.25,0.2,0.510943564459759
5,5,0.05,0.25,0.2,0.536807722321072
1,-5,0.1,0.25,0.2,0.362629182503098
2,-5,0.1,0.25,0.2,-4.24349018683318
3,-5,0.1,0.25,0.2,-4.31230980813069
4,-5,0.1,0.25,0.2,-7.49156902348887
5,-5,0.1,0.25,0.2,-7.54224249233157
1,-2.5,0.1,0.25,0.2,0.362636298629061
2,-2.5,0.1,0.25,0.2,-3.905594203778
3,-2.5,0.1,0.25,0.2,-3.80683966061122
4,-2.5,0.1,0.25,0.2,-6.29918452282486
5,-2.5,0.1,0.25,0.2,-4.70478648418314
1,0,0.1,0.25,0.2,0.362653984290773
2,0,0.1,0.25,0.2,0.217834278177375
3,0,0.1,0.25,0.2,0.115239005223314
4,0,0.1,0.25,0.2,0.0417497900452511
5,0,0.1,0.25,0.2,0.0107097463361587
1,2.5,0.1,0.25,0.2,0.362530186922105
2,2.5,0.1,0.25,0.2,0.424117733435104
3,2.5,0.1,0.25,0.2,0.494926514692237
4,2.5,0.1,0.25,0.2,0.526537109533155
5,2.5,0.1,0.25,0.2,0.530137011490843
1,5,0.1,0.25,0.2,0.362629164774998
2,5,0.1,0.25,0.2,0.419479994385778
3,5,0.1,0.25,0.2,0.502961258023207
4,5,0.1,0.25,0.2,0.539658290364758
5,5,0.35,0.5,0.1,0.181141191834998
1,-5,0.4,0.5,0.1,0.281615647621366
2,-5,0.4,0.5,0.1,-6.15691130102174
3,-5,0.4,0.5,0.1,-6.87098725805481
4,-5,0.4,0.5,0.1,-8.04153195202445
5,-5,0.4,0.5,0.1,-10.5851182806235
1,-2.5,0.4,0.5,0.1,0.281644055857495
2,-2.5,0.4,0.5,0.1,-4.70022536315857
3,-2.5,0.4,0.5,0.1,-5.24874675539335
4,-2.5,0.4,0.5,0.1,-6.65973765628516
5,-2.5,0.4,0.5,0.1,-6.36956395703535
1,0,0.4,0.5,0.1,0.281591201775086
2,0,0.4,0.5,0.1,0.3754090610175
4,5,0.15,16,0.1,0.356324456396519
3,0,0.4,0.5,0.1,0.431284144702938
4,0,0.4,0.5,0.1,0.407849225814881
5,0,0.4,0.5,0.1,0.328099024334587
